Date,High,Low,Open,Close,Volume,Adj Close,MktRF,SMB,HML,RF,Yest_Close,stock_return
2014-01-27,28.7001895904541,28.140417098999023,28.50094985961914,28.140417098999023,34880233.0,21.577533721923828,-0.65,-0.85,0.4,0.0,21.890357971191406,-0.01429050405111088
2014-01-28,29.17457389831543,28.58633804321289,28.880455017089844,28.861480712890625,35917158.0,22.130428314208984,0.73,0.16,0.05,0.0,21.577533721923828,0.025623623135548078
2014-01-29,28.89943122863769,28.46299743652344,28.69070243835449,28.56736183166504,30796615.0,21.9049072265625,-1.07,-0.4,0.23,0.0,22.130428314208984,-0.010190543284771723
2014-01-30,29.26944923400879,28.66223907470703,28.84250450134277,29.24098777770996,33832873.0,22.421432495117188,1.22,0.3,-0.38,0.0,21.9049072265625,0.023580344952492407
2014-01-31,29.08918380737305,28.66223907470703,28.99430656433105,28.84250450134277,43648037.0,22.115880966186523,-0.66,-0.08,-0.32,0.0,22.421432495117188,-0.013627654209747988
2014-02-03,30.06641387939453,29.003795623779297,29.440227508544922,29.032257080078125,64621372.0,22.261377334594727,-2.49,-0.87,0.27,0.0,22.115880966186523,0.006578818570721006
2014-02-04,30.360530853271484,29.032257080078125,30.01897430419922,29.82922172546387,49779050.0,22.87247657775879,0.77,-0.04,-0.05,0.0,22.261377334594727,0.02745109765577709
2014-02-05,29.582542419433594,29.013282775878906,29.40227699279785,29.07969665527344,39166429.0,22.483688354492188,-0.23,-0.61,0.21,0.0,22.87247657775879,-0.01699808160016478
2014-02-06,29.32637596130371,29.032257080078125,29.13662147521973,29.25996208190918,24839618.0,22.62306404113769,1.21,-0.5,0.25,0.0,22.483688354492188,0.006198968979111354
2014-02-07,29.677419662475586,29.04174613952637,29.25996208190918,29.620492935180664,29310791.0,22.901817321777344,1.33,-0.17,-0.63,0.0,22.62306404113769,0.01232164131846898
2014-02-10,29.857685089111328,29.535104751586914,29.65844345092773,29.857685089111328,23811336.0,23.0852108001709,0.16,0.13,-0.47,0.0,22.901817321777344,0.008007813345850321
2014-02-11,30.341556549072266,29.819734573364254,30.16128921508789,30.246679306030273,26076382.0,23.385971069335934,1.09,-0.2,0.25,0.0,23.0852108001709,0.013028266095053765
2014-02-12,30.360530853271484,29.93358612060547,30.237192153930664,29.99051284790039,22406459.0,23.18791007995605,0.11,0.25,-0.06,0.0,23.385971069335934,-0.008469222372364242
2014-02-13,30.21821594238281,29.7912712097168,29.88614845275879,30.07590103149414,19886556.0,23.25392723083496,0.72,0.72,-0.07,0.0,23.18791007995605,0.0028470504953344604
2014-02-14,30.360530853271484,30.07590103149414,30.246679306030273,30.30360412597656,19915962.0,23.42998123168945,0.42,-0.36,0.38,0.0,23.25392723083496,0.007570936259791813
2014-02-18,30.44592094421387,30.16128921508789,30.180265426635746,30.246679306030273,20750730.0,23.385971069335934,0.27,0.97,-0.23,0.0,23.42998123168945,-0.001878369509489454
2014-02-19,30.32258033752441,29.82922172546387,30.284629821777344,29.867172241210934,29245233.0,23.09254646301269,-0.74,-0.27,-0.44,0.0,23.385971069335934,-0.012547035376605991
2014-02-20,30.08538818359375,29.65844345092773,29.734344482421875,29.93358612060547,23668624.0,23.143896102905273,0.7,0.55,-0.2,0.0,23.09254646301269,0.002223645624133672
2014-02-21,30.142314910888672,29.82922172546387,30.056926727294922,29.84819793701172,19468856.0,23.07787895202637,-0.09,0.34,-0.05,0.0,23.143896102905273,-0.0028524648825491187
2014-02-24,30.436433792114254,29.91461181640625,30.351043701171875,30.351043701171875,40868850.0,23.466663360595703,0.65,0.18,0.32,0.0,23.07787895202637,0.01684662656293181
2014-02-25,30.351043701171875,29.92409896850586,29.93358612060547,30.256166458129886,28665216.0,23.39330673217773,-0.1,0.13,-0.6,0.0,23.466663360595703,-0.0031259931286673616
2014-02-26,30.360530853271484,30.09487724304199,30.11385154724121,30.351043701171875,26374664.0,23.466663360595703,0.12,0.67,-0.1,0.0,23.39330673217773,0.0031357956041789302
2014-02-27,30.58823585510254,30.199241638183594,30.237192153930664,30.57874870300293,23981978.0,23.64272117614746,0.54,0.15,0.02,0.0,23.466663360595703,0.0075024647878738126
2014-02-28,30.74952507019043,30.21821594238281,30.47438240051269,30.46489524841309,29003550.0,23.554689407348636,0.15,-0.73,0.82,0.0,23.64272117614746,-0.0037234194889392675
2014-03-03,30.49335861206055,29.90512275695801,29.90512275695801,30.341556549072266,25076663.0,23.459327697753906,-0.7,0.08,0.14,0.0,23.554689407348636,-0.004048523329922533
2014-03-04,31.062618255615234,30.6831111907959,30.6831111907959,31.015180587768555,27746655.0,23.980159759521484,1.67,1.11,-0.15,0.0,23.459327697753906,0.0222014913844886
2014-03-05,31.261859893798828,30.929790496826172,30.977230072021484,31.072105407714844,23663776.0,24.02416610717773,0.01,-0.28,0.3,0.0,23.980159759521484,0.001835114865686974
2014-03-06,31.27134704589844,30.74952507019043,31.11954498291016,30.796964645385746,21629029.0,23.811433792114254,0.16,-0.33,0.77,0.0,24.02416610717773,-0.008854930244588938
2014-03-07,30.98671722412109,30.531309127807614,30.844402313232425,30.76850128173828,18561783.0,23.78943252563477,0.04,-0.11,0.54,0.0,23.811433792114254,-0.0009239790712128955
2014-03-10,30.88235282897949,30.63567352294922,30.75901222229004,30.73055076599121,16819100.0,23.760089874267575,-0.09,-0.1,0.07,0.0,23.78943252563477,-0.0012334321693287915
2014-03-11,30.948766708374023,30.58823585510254,30.69260025024414,30.75901222229004,25470648.0,23.782093048095703,-0.62,-0.53,-0.2,0.0,23.760089874267575,0.0009260560016634542
2014-03-12,30.90132713317871,30.294118881225586,30.50284576416016,30.341556549072266,34273445.0,23.459327697753906,0.13,0.3,-0.18,0.0,23.782093048095703,-0.013571780654000998
2014-03-13,30.379507064819336,29.32637596130371,30.351043701171875,29.525617599487305,48374068.0,22.828458786010746,-1.21,-0.1,0.22,0.0,23.459327697753906,-0.02689202861527709
2014-03-14,29.82922172546387,29.25047492980957,29.55407905578613,29.629980087280273,28576680.0,22.909149169921875,-0.16,0.7,-0.07,0.0,22.828458786010746,0.003534640015232927
2014-03-17,29.91461181640625,29.65844345092773,29.80075836181641,29.81024742126465,22412467.0,23.04853439331055,0.9,-0.37,0.02,0.0,22.909149169921875,0.00608426015103514
2014-03-18,30.41745758056641,29.81024742126465,29.857685089111328,30.294118881225586,24326742.0,23.422651290893555,0.82,0.74,-0.39,0.0,23.04853439331055,0.0162317000811811
2014-03-19,30.436433792114254,29.78178405761719,30.294118881225586,30.08538818359375,24329482.0,23.26126289367676,-0.59,-0.18,0.62,0.0,23.422651290893555,-0.006890270243639719
2014-03-20,30.47438240051269,30.08538818359375,30.47438240051269,30.27514266967773,23921373.0,23.40797615051269,0.52,-0.49,0.99,0.0,23.26126289367676,0.006307192240874088
2014-03-21,30.82542610168457,29.84819793701172,30.67362403869629,30.531309127807614,65473215.0,23.606040954589844,-0.37,-0.28,0.88,0.0,23.40797615051269,0.008461423696076942
2014-03-24,30.265655517578125,29.724857330322266,30.142314910888672,29.87665939331055,44062681.0,23.09988212585449,-0.64,-0.89,0.9,0.0,23.606040954589844,-0.02144191945227224
2014-03-25,30.351043701171875,29.97153663635254,30.142314910888672,30.18975257873535,22278398.0,23.34195709228516,0.3,-0.35,0.13,0.0,23.09988212585449,0.010479489250714805
2014-03-26,30.74952507019043,30.04743766784668,30.37001991271973,30.531309127807614,33284793.0,23.606040954589844,-0.89,-1.17,0.25,0.0,23.34195709228516,0.011313698387011744
2014-03-27,30.7210636138916,30.265655517578125,30.62618637084961,30.45540809631348,29242176.0,23.54735374450684,-0.19,-0.1,-0.33,0.0,23.606040954589844,-0.0024861098138353184
2014-03-28,30.81593894958496,30.11385154724121,30.55028533935547,30.246679306030273,23156275.0,23.385971069335934,0.41,-0.44,0.55,0.0,23.54735374450684,-0.006853537638323929
2014-03-31,30.531309127807614,30.199241638183594,30.32258033752441,30.47438240051269,19470753.0,23.56202507019043,0.97,0.99,-0.18,0.0,23.385971069335934,0.00752818860215476
2014-04-01,30.59772300720215,30.12334060668945,30.294118881225586,30.313093185424805,23015776.0,23.437318801879886,0.87,0.73,-0.38,0.0,23.56202507019043,-0.005292680401580417
2014-04-02,30.73055076599121,30.180265426635746,30.284629821777344,30.63567352294922,22782632.0,23.68673324584961,0.29,0.05,0.13,0.0,23.437318801879886,0.010641765215469856
2014-04-03,30.82542610168457,30.531309127807614,30.76850128173828,30.74003791809082,21117944.0,23.767423629760746,-0.31,-0.89,0.8,0.0,23.68673324584961,0.00340656447107475
2014-04-04,31.015180587768555,30.426944732666016,30.85388946533203,30.5123348236084,27693323.0,23.59136962890625,-1.47,-1.13,0.68,0.0,23.767423629760746,-0.0074073657960153074
2014-04-07,30.08538818359375,29.45920372009277,29.867172241210934,29.601518630981445,57529955.0,22.887142181396484,-1.26,-0.29,-0.05,0.0,23.59136962890625,-0.029851062426103626
2014-04-08,29.78178405761719,29.26944923400879,29.65844345092773,29.28842544555664,36439626.0,22.64507102966309,0.5,0.3,-0.2,0.0,22.887142181396484,-0.010576731241271323
2014-04-09,29.648956298828125,29.051233291625977,29.40227699279785,29.629980087280273,40776098.0,22.909149169921875,1.21,0.33,-0.88,0.0,22.64507102966309,0.01166161677801169
2014-04-10,29.819734573364254,28.94686889648437,29.772296905517575,29.04174613952637,32088714.0,22.454349517822266,-2.24,-0.7,0.79,0.0,22.909149169921875,-0.01985231527920425
2014-04-11,28.93738174438477,28.30170822143555,28.93738174438477,28.33017158508301,43025439.0,21.9041748046875,-1.07,-0.4,0.25,0.0,22.454349517822266,-0.024501921674376977
2014-04-14,28.58633804321289,28.064516067504886,28.51043510437012,28.339658737182614,30390825.0,21.911510467529297,0.7,-0.51,0.21,0.0,21.9041748046875,0.0003348979318877167
2014-04-15,28.60531234741211,28.0834903717041,28.434534072875977,28.35863494873047,31703371.0,21.92618179321289,0.59,-0.38,0.2,0.0,21.911510467529297,0.0006695716256227617
2014-04-16,28.67172622680664,28.387096405029297,28.60531234741211,28.54838752746582,31097005.0,22.072895050048828,1.13,0.03,-0.38,0.0,21.92618179321289,0.006691235994465377
2014-04-17,28.84250450134277,28.52941131591797,28.60531234741211,28.7001895904541,27969787.0,22.190261840820312,0.23,0.33,0.21,0.0,22.072895050048828,0.005317235935991312
2014-04-21,29.354839324951172,28.84250450134277,28.97533226013184,29.2789363861084,31972985.0,22.637733459472656,0.36,0.21,-0.43,0.0,22.190261840820312,0.020165224811777252
2014-04-22,29.648956298828125,29.26944923400879,29.26944923400879,29.41176414489746,27377439.0,22.740434646606445,0.58,0.72,-0.35,0.0,22.637733459472656,0.004536725698164549
2014-04-23,29.582542419433594,29.18406105041504,29.582542419433594,29.33586311340332,21599833.0,22.681751251220703,-0.31,-0.64,0.89,0.0,22.740434646606445,-0.002580574922937962
2014-04-24,29.3168888092041,28.652751922607425,29.3168888092041,29.13662147521973,26311845.0,22.527706146240234,0.08,-0.41,-0.19,0.0,22.681751251220703,-0.006791587795593087
2014-04-25,29.22201156616211,28.984819412231445,29.155597686767575,29.17457389831543,19677653.0,22.55704689025879,-1.05,-0.94,0.56,0.0,22.527706146240234,0.0013024292765578139
2014-04-28,30.69260025024414,29.762807846069336,29.97153663635254,30.398481369018555,75278366.0,23.503332138061523,0.11,-0.63,-0.58,0.0,22.55704689025879,0.04195075944144912
2014-04-29,30.44592094421387,29.7912712097168,30.41745758056641,30.132827758789066,41800691.0,23.29794311523437,0.56,-0.23,-0.13,0.0,23.503332138061523,-0.008738719327994478
2014-04-30,30.30360412597656,29.620492935180664,30.132827758789066,29.677419662475586,38507363.0,22.94583511352539,0.35,0.24,-0.04,0.0,23.29794311523437,-0.015113265577455192
2014-05-01,29.96204948425293,29.354839324951172,29.4876651763916,29.55407905578613,43749221.0,22.85046577453613,0.04,-0.16,-0.18,0.0,22.94583511352539,-0.004156281020822207
2014-05-02,29.468690872192386,28.984819412231445,29.43074035644531,29.17457389831543,43960759.0,22.55704689025879,-0.07,0.2,0.43,0.0,22.85046577453613,-0.012840827279954939
2014-05-05,28.719165802001953,28.32068252563477,28.70967674255371,28.42504692077637,57867340.0,21.97753143310547,0.13,-0.28,-0.55,0.0,22.55704689025879,-0.025691104867259142
2014-05-06,28.47248649597168,27.82732391357422,28.46299743652344,27.92220115661621,57674669.0,21.5887451171875,-1.03,-0.53,0.13,0.0,21.97753143310547,-0.01769017221526196
2014-05-07,27.96963882446289,27.37191772460937,27.64705848693848,27.533206939697266,51703338.0,21.477724075317386,0.45,-0.85,1.12,0.0,21.5887451171875,-0.005142542619660009
2014-05-08,27.93168830871582,27.495256423950195,27.628082275390625,27.675521850585934,38042444.0,21.588741302490234,-0.26,-1.01,0.38,0.0,21.477724075317386,0.005168947453814771
2014-05-09,27.71347236633301,27.2960147857666,27.60910797119141,27.542694091796875,41102100.0,21.485132217407227,0.25,0.7,-0.36,0.0,21.588741302490234,-0.0047992184273872715
2014-05-12,27.87476348876953,27.542694091796875,27.836811065673828,27.63757133483887,22824054.0,21.559139251708984,1.2,1.39,-0.25,0.0,21.485132217407227,0.003444569647181292
2014-05-13,27.89373779296875,27.60910797119141,27.618595123291016,27.7039852142334,27706920.0,21.61094284057617,-0.05,-1.06,0.23,0.0,21.559139251708984,0.002402859792423183
2014-05-14,27.77988624572754,27.438329696655273,27.64705848693848,27.60910797119141,28226858.0,21.53693389892578,-0.6,-1.09,-0.46,0.0,21.61094284057617,-0.003424604941873694
2014-05-15,27.68500900268555,27.428842544555664,27.580644607543945,27.571157455444336,28286093.0,21.50732421875,-0.9,0.34,-0.27,0.0,21.53693389892578,-0.0013748326625666117
2014-05-16,28.036052703857425,27.51423072814941,27.51423072814941,27.628082275390625,37632332.0,21.551733016967773,0.36,0.27,-0.43,0.0,21.50732421875,0.0020648220934456375
2014-05-19,28.187856674194336,27.751422882080078,28.064516067504886,27.77988624572754,43203882.0,21.670154571533203,0.5,0.62,0.06,0.0,21.551733016967773,0.005494757868065453
2014-05-20,28.02656555175781,27.71347236633301,28.02656555175781,27.751422882080078,26215299.0,21.647953033447266,-0.78,-0.82,0.23,0.0,21.670154571533203,-0.0010245214455047009
2014-05-21,28.387096405029297,27.7039852142334,27.751422882080078,28.055028915405273,22601765.0,21.88478279113769,0.81,-0.27,0.09,0.0,21.647953033447266,0.010940053192304662
2014-05-22,28.339658737182614,28.036052703857425,28.045541763305664,28.140417098999023,22610303.0,21.951387405395508,0.36,0.63,-0.25,0.0,21.88478279113769,0.0030434213075574957
2014-05-23,28.121442794799805,27.92220115661621,28.055028915405273,27.97912788391113,19955909.0,21.825572967529297,0.49,0.61,-0.22,0.0,21.951387405395508,-0.005731502776689485
2014-05-27,28.453510284423828,28.055028915405273,28.396583557128906,28.092979431152344,28383588.0,21.914384841918945,0.69,0.69,-0.17,0.0,21.825572967529297,0.004069165768146253
2014-05-28,28.292219161987305,28.0834903717041,28.17836761474609,28.092979431152344,28847242.0,21.914384841918945,-0.11,-0.31,0.22,0.0,21.914384841918945,0.0
2014-05-29,28.235294342041016,28.017078399658203,28.206830978393555,28.0834903717041,25791485.0,21.9069881439209,0.54,-0.2,-0.11,0.0,21.914384841918945,-0.00033752706504898536
2014-05-30,28.22580528259277,27.99810218811035,28.045541763305664,28.11195373535156,27658119.0,21.929182052612305,0.06,-0.68,0.25,0.0,21.9069881439209,0.0010130972156281999
2014-06-02,28.27324485778809,28.07400321960449,28.07400321960449,28.187856674194336,21079051.0,21.988401412963867,0.06,-0.69,0.38,0.0,21.929182052612305,0.002700481951834041
2014-06-03,28.292219161987305,28.036052703857425,28.244781494140625,28.07400321960449,25506695.0,21.89958381652832,-0.05,-0.26,0.19,0.0,21.988401412963867,-0.0040392930239659
2014-06-04,28.216318130493164,28.00758934020996,28.092979431152344,28.121442794799805,24670767.0,21.93659019470215,0.28,0.23,-0.08,0.0,21.89958381652832,0.001689821070750131
2014-06-05,28.26375770568848,27.96963882446289,28.168880462646484,28.235294342041016,20402910.0,22.025400161743164,0.77,1.29,-0.18,0.0,21.93659019470215,0.004048485487159435
2014-06-06,28.339658737182614,27.836811065673828,28.28273200988769,27.91271209716797,28265223.0,21.77376365661621,0.54,0.49,-0.01,0.0,22.025400161743164,-0.011424832388018587
2014-06-09,27.92220115661621,27.7039852142334,27.87476348876953,27.84630012512207,25732883.0,21.72196388244629,0.22,1.01,-0.31,0.0,21.77376365661621,-0.0023789995605184183
2014-06-10,27.988615036010746,27.751422882080078,27.836811065673828,27.988615036010746,19195764.0,21.832977294921875,-0.03,-0.18,-0.04,0.0,21.72196388244629,0.0051106526590487915
2014-06-11,28.036052703857425,27.87476348876953,27.950664520263672,27.92220115661621,19755649.0,21.781169891357425,-0.34,-0.14,-0.25,0.0,21.832977294921875,-0.002372896873597695
2014-06-12,28.07400321960449,27.84630012512207,27.87476348876953,27.94117546081543,25420477.0,21.795969009399414,-0.68,0.11,0.17,0.0,21.781169891357425,0.0006794455080147368
2014-06-13,28.0834903717041,27.85578727722168,27.950664520263672,28.017078399658203,20662932.0,21.85517692565918,0.31,-0.06,-0.18,0.0,21.795969009399414,0.0027164617564941697
2014-06-16,28.187856674194336,27.81783676147461,27.988615036010746,28.092979431152344,26380039.0,21.914384841918945,0.13,0.47,-0.7,0.0,21.85517692565918,0.0027091025829332122
2014-06-17,28.102466583251953,27.93168830871582,28.064516067504886,27.96963882446289,19270704.0,21.818174362182614,0.34,0.54,0.46,0.0,21.914384841918945,-0.004390288864157182
2014-06-18,28.187856674194336,27.836811065673828,28.017078399658203,28.187856674194336,20382463.0,21.988401412963867,0.75,-0.27,-0.09,0.0,21.818174362182614,0.007802075827036549
2014-06-19,28.187856674194336,27.988615036010746,28.17836761474609,28.07400321960449,21404527.0,21.89958381652832,0.12,-0.15,-0.02,0.0,21.988401412963867,-0.0040392930239659
2014-06-20,28.387096405029297,28.11195373535156,28.216318130493164,28.254268646240234,32993362.0,22.04020500183105,0.18,0.18,0.06,0.0,21.89958381652832,0.006421180716530307
2014-06-23,28.32068252563477,27.82732391357422,28.28273200988769,27.94117546081543,26548679.0,21.795969009399414,-0.01,-0.25,0.1,0.0,22.04020500183105,-0.011081384787997502
2014-06-24,27.96963882446289,27.79886054992676,27.92220115661621,27.79886054992676,24615221.0,21.684955596923828,-0.72,-0.34,-0.24,0.0,21.795969009399414,-0.0050933001614982985
2014-06-25,28.31119537353516,27.65654563903809,27.65654563903809,28.27324485778809,33219972.0,22.05500602722168,0.53,0.35,0.15,0.0,21.684955596923828,0.017064846116186926
2014-06-26,28.26375770568848,27.96963882446289,28.197343826293945,28.07400321960449,20523699.0,21.89958381652832,-0.11,-0.08,0.03,0.0,22.05500602722168,-0.007047026443861655
2014-06-27,28.22580528259277,27.96963882446289,28.149904251098636,28.149904251098636,32328815.0,21.95879364013672,0.26,0.48,-0.22,0.0,21.89958381652832,0.002703696294160206
2014-06-30,28.31119537353516,28.102466583251953,28.235294342041016,28.159393310546875,21430033.0,21.966190338134766,0.07,0.26,0.17,0.0,21.95879364013672,0.0003368444605502847
2014-07-01,28.67172622680664,28.07400321960449,28.092979431152344,28.538898468017575,26982611.0,22.26222801208496,0.74,0.49,-0.38,0.0,21.966190338134766,0.013476969351224015
2014-07-02,28.861480712890625,28.46299743652344,28.51992416381836,28.81404113769531,19500792.0,22.476865768432614,-0.03,-0.46,-0.19,0.0,22.26222801208496,0.009641342107858093
2014-07-03,29.070209503173828,28.738140106201172,29.04174613952637,28.965843200683594,15654957.0,22.59528160095215,0.59,0.21,0.1,0.0,22.476865768432614,0.0052683427369060775
2014-07-07,29.060720443725586,28.823528289794922,28.92789459228516,28.92789459228516,18543444.0,22.565677642822266,-0.62,-1.27,0.34,0.0,22.59528160095215,-0.0013101831901327276
2014-07-08,28.92789459228516,28.48197364807129,28.918405532836914,28.60531234741211,23652182.0,22.31403923034668,-0.82,-0.68,0.72,0.0,22.565677642822266,-0.011151378498736446
2014-07-09,28.652751922607425,28.368120193481445,28.57685089111328,28.51043510437012,21795982.0,22.240028381347656,0.46,-0.39,-0.12,0.0,22.31403923034668,-0.00331678403156924
2014-07-10,28.50094985961914,28.064516067504886,28.235294342041016,28.46299743652344,21200367.0,22.20302391052246,-0.49,-0.58,-0.01,0.0,22.240028381347656,-0.0016638679677329167
2014-07-11,28.57685089111328,28.27324485778809,28.50094985961914,28.52941131591797,19350913.0,22.254833221435547,0.12,-0.21,-0.39,0.0,22.20302391052246,0.0023334349015645774
2014-07-14,28.77609062194824,28.55787467956543,28.64326477050781,28.69070243835449,21589820.0,22.380651473999023,0.46,0.01,-0.14,0.0,22.254833221435547,0.005653524846112536
2014-07-15,29.051233291625977,28.652751922607425,28.652751922607425,28.851991653442386,32000494.0,22.506465911865234,-0.32,-0.96,1.02,0.0,22.380651473999023,0.005621571740768015
2014-07-16,29.383302688598636,28.81404113769531,28.94686889648437,29.37381362915039,37260165.0,22.91352081298828,0.32,-0.63,0.35,0.0,22.506465911865234,0.01808613145738046
2014-07-17,29.70588111877441,28.956356048583984,29.22201156616211,28.984819412231445,34447039.0,22.610076904296875,-1.21,-0.4,0.19,0.0,22.91352081298828,-0.013243006658295933
2014-07-18,29.17457389831543,28.785579681396484,28.965843200683594,29.155597686767575,25720973.0,22.74330139160156,1.12,0.5,-0.46,0.0,22.610076904296875,0.005892261572952263
2014-07-21,29.070209503173828,28.74762725830078,28.870967864990234,28.79506683349609,23992624.0,22.462064743041992,-0.25,-0.24,0.05,0.0,22.74330139160156,-0.01236569149382241
2014-07-22,29.13662147521973,28.84250450134277,28.984819412231445,28.92789459228516,19754384.0,22.565677642822266,0.53,0.25,-0.31,0.0,22.462064743041992,0.004612794993050196
2014-07-23,29.11764717102051,28.766603469848636,29.11764717102051,28.833017349243164,22255632.0,22.49166679382324,0.19,0.15,-0.75,0.0,22.565677642822266,-0.003279797317434804
2014-07-24,29.003795623779297,28.766603469848636,28.81404113769531,28.785579681396484,15640306.0,22.454660415649414,0.05,-0.28,0.01,0.0,22.49166679382324,-0.001645337293721043
2014-07-25,28.79506683349609,28.538898468017575,28.766603469848636,28.64326477050781,15284581.0,22.343647003173828,-0.53,-0.36,0.15,0.0,22.454660415649414,-0.0049438918434151395
2014-07-28,28.62428855895996,28.254268646240234,28.26375770568848,28.55787467956543,28762290.0,22.277034759521484,-0.08,-0.47,0.27,0.0,22.343647003173828,-0.0029812610109209896
2014-07-29,28.92789459228516,28.168880462646484,28.77609062194824,28.206830978393555,39960934.0,22.00320053100586,-0.33,0.72,-0.68,0.0,22.277034759521484,-0.012292220731872082
2014-07-30,28.02656555175781,27.542694091796875,27.99810218811035,27.76091194152832,35826092.0,21.846406936645508,0.12,0.44,-0.3,0.0,22.00320053100586,-0.007125944888763138
2014-07-31,27.81783676147461,27.229602813720703,27.76091194152832,27.229602813720703,40419003.0,21.428293228149414,-2.03,-0.21,0.49,0.0,21.846406936645508,-0.01913878605798298
2014-08-01,27.60910797119141,27.22011375427246,27.229602813720703,27.381404876708984,33034046.0,21.547758102416992,-0.32,-0.19,-0.05,0.0,21.428293228149414,0.0055750998455930375
2014-08-04,27.476280212402344,27.13472557067871,27.46679306030273,27.277040481567386,25448514.0,21.465625762939453,0.74,0.01,-0.21,0.0,21.547758102416992,-0.0038116419855449535
2014-08-05,27.23908805847168,26.840606689453125,27.11574935913086,26.954458236694336,29181571.0,21.211767196655273,-0.84,0.79,-0.18,0.0,21.465625762939453,-0.011826283057746596
2014-08-06,26.93548393249512,26.65085411071777,26.85009574890137,26.83111953735352,24642731.0,21.11471176147461,0.02,0.38,0.19,0.0,21.211767196655273,-0.004575546878336852
2014-08-07,26.9829216003418,26.489564895629886,26.9829216003418,26.60341644287109,32163126.0,20.935516357421875,-0.52,-0.04,-0.13,0.0,21.11471176147461,-0.008486755873205428
2014-08-08,26.94497108459473,26.44212532043457,26.64136505126953,26.88804626464844,31736256.0,21.159500122070312,1.13,-0.21,-0.16,0.0,20.935516357421875,0.010698745654249543
2014-08-11,27.12523651123047,26.74573135375977,27.06831169128418,26.80265617370605,23246813.0,21.092309951782227,0.4,0.59,-0.28,0.0,21.159500122070312,-0.0031754138755860097
2014-08-12,26.907020568847656,26.59392738342285,26.812143325805664,26.64136505126953,21536277.0,20.965381622314453,-0.23,-0.6,0.27,0.0,21.092309951782227,-0.006017753852372553
2014-08-13,26.9829216003418,26.736242294311523,26.80265617370605,26.764705657958984,18397886.0,21.062442779541016,0.69,-0.09,-0.23,0.0,20.965381622314453,0.004629591722921738
2014-08-14,27.31499099731445,26.726755142211914,26.812143325805664,27.25806427001953,21074730.0,21.4506893157959,0.44,-0.24,0.02,0.0,21.062442779541016,0.018433120047785044
2014-08-15,27.41935539245605,26.954458236694336,27.381404876708984,27.17267608642578,22910482.0,21.38349723815918,0.0,-0.15,-0.12,0.0,21.4506893157959,-0.0031323971294125136
2014-08-18,27.457305908203125,27.22011375427246,27.277040481567386,27.36242866516113,24209958.0,21.53282165527344,0.93,0.6,-0.19,0.0,21.38349723815918,0.006983161615294137
